"obs1","obs2","obs3","obs4","obs5","obs6","obs7","obs8","obs9","obs10","obs11","obs12","obs13","obs14","obs15","obs16","obs17","obs18","obs19","obs20","obs21","obs22","obs23","obs24","obs25","obs26","obs27","obs28","obs29","obs30","obs31","obs32","obs33","obs34","obs35","obs36","obs37","obs38","obs39","obs40","obs41","obs42","obs43","obs44","obs45","obs46","obs47","obs48","obs49","obs50","obs51","obs52","obs53","obs54","obs55","obs56","obs57","obs58","obs59","obs60","obs61","obs62","obs63","obs64","sd","mean"
"sample11",7.60069296352545,7.40045992055013,7.00470142669404,8.24447256428236,5.9833996689635,1.03749237539221,0.726197852711343,3.21540200897826,0.537435134657995,9.27568727318125,7.75308316261655,5.76366798923713,0.121980214081587,0.486547076433307,3.65326582922779,5.49786756340752,3.32404027362804,0.764015377072943,2.42967550002633,7.84703363786403,8.56382397125396,11.904546268889,6.25153864018086,7.72900014095758,3.42467403993138,4.02776534802869,4.86022354435962,1.98201123724492,4.81172852998555,9.37808365026561,6.4650143701454,1.70030809971351,1.78102219875488,2.92342532464943,5.20823846144911,2.2421582570935,1.85388301107429,4.7180720755636,5.34713472298949,2.46601964500062,0.883262729567903,3.6966662885555,5.29537601857692,5.90429764826039,5.3321545202186,1.64572494996356,4.40314395450381,3.86421937697538,2.2428108752332,6.18646859681994,5.79145091857995,0.64862491221167,9.03154842491032,0.756634639184478,2.68880005910614,0.760899934751741,6.37274016608755,3.94132154567085,1.1714795188375,7.82375237338627,2.18810066186874,1.59000328334271,2.02043908932359,7.73961117684946,2.81528846053642,4.34820814082576
"sample12",3.05304807952994,1.74429571290397,4.95199052185808,7.62146883611778,8.39651853252699,1.27523622164219,3.64044101612632,0.693325600853927,1.8701656001527,6.45412391261395,3.55817403466981,5.3287268883853,6.43634468506196,8.05619447900962,5.83399428939555,2.22014181150254,1.4496251806374,3.46746456959363,3.43791150286451,2.05391312000721,2.0234930035456,2.87773045491912,4.76434768488248,2.60217464384664,5.67459574165516,2.48369040524632,3.60053214677166,2.21602311089264,1.11147280620127,0.810119591096383,2.90011582284833,1.89432875487874,3.18007179393552,3.89231727939609,10.6763765331699,4.69470948881944,8.00369549065333,5.12407877385873,1.60148642306298,9.99444610282572,4.01548317828393,1.0921253245515,0.173046389726213,2.87518911123858,2.31183263766449,3.06285837544565,8.23821384478004,4.48155543176873,8.43261675514648,3.27944497485615,4.20529339832721,3.77066428264889,3.07941717529238,4.83700871895501,15.7168742945143,3.20211262964835,3.12649070207971,7.81616879191009,1.02455849176609,1.33811188269207,6.01070296366737,9.44010749920438,3.53716070547436,2.22442530528341,2.89183998728241,4.20250583613883
"sample13",4.9415668363346,2.3999011341427,2.05382816352158,3.89625222937635,3.58295606343995,4.21828918853056,5.25286673976801,12.4706592413811,2.84398957596741,3.73135188069137,4.16961225320688,10.3207625338062,1.79150084189538,1.04237236378559,4.7033449874492,1.4610311235877,5.02184058384557,2.337123579855,1.58039492917228,5.1542760299521,1.74111250543166,0.255670143840848,6.39319944913344,3.76733362337369,1.56769504006374,2.68976829789473,0.385155987815129,3.80676469516477,1.01693937393145,2.41376541754374,6.37146445976089,1.3586609742856,1.77967091462511,17.6292433364921,2.86796207862091,5.80912380451163,6.94711266139579,12.4674904293742,2.33878804945643,2.12671931891344,3.29322328208689,9.74569043363843,5.41109402583269,0.389222380199511,3.11917952457074,11.0350023362628,2.54572296194628,6.54081016450428,2.19993929965251,5.78733361198966,3.02848167675498,0.69926919882354,9.29822590966824,5.32996051166457,7.58188484628099,2.1980062768762,5.75476093495047,6.30662621042717,4.97292729846279,5.12855273426908,9.17008668424697,1.42647614201147,1.96827034609284,6.29864867048894,3.3717799418807,4.46776494223501
"sample14",0.274619035509522,6.44209571040609,0.576150767526105,1.26597842186382,6.58616801259293,1.58429957156107,2.89457496112668,4.14508341531662,8.75445387553842,8.51407791691533,3.98652827137567,6.0591611162368,3.16004786426415,7.47825517698772,8.25872167810684,8.34306562679222,8.20735375047956,2.12098400481968,1.3367762884289,3.69639581870289,6.99197596360284,3.16608192273067,1.05051381714519,4.70764129829502,1.66749974533926,4.04637603998991,1.82246841863823,1.95568663835011,5.13181671046165,3.42014420228611,3.38759508812564,4.47823296576941,1.69109944756284,3.93288131913281,4.70021857719381,1.86072102393601,2.50848793159142,5.00797639754942,1.06543033291179,4.86575261559472,9.0098579319887,7.75319168178302,2.87151758813587,8.24177851529624,1.12057560829175,3.16885088130241,1.25728640972343,1.89421647201768,4.33804613868129,4.04566957358128,4.04492082813975,9.11033505797788,1.69357434720186,0.283285879935097,8.79732319232494,2.57646447729174,1.9551268438596,1.90750706037943,3.06318299401425,10.1948366848447,0.360266689653167,2.62708283708415,1.77700483553698,14.8400239987405,3.00686851469653,4.18867684794599
"sample15",5.13309918528938,7.76538158835336,11.6528919383169,5.18220565547675,2.91964992311838,2.70822149042854,3.212121598656,4.20531065028497,1.12265512450627,4.3893696989033,6.99409905184058,3.65523103584226,14.2275431351292,4.37586854169479,0.504613082698112,9.61076541573176,5.7321601701042,1.41842261581777,1.03971568159,2.51381084406025,2.11458251021478,4.16007440325774,4.16439548659547,7.45833731134425,0.378823267420733,9.36882337166365,1.71474990760025,4.22058620596214,3.38023856850641,2.18755797222089,3.49206495944428,4.98670831926809,0.622390116303443,2.56614533304195,3.20172439626523,2.58174754564009,3.4037893779193,3.82425130508788,2.35385682552819,4.49667234117977,2.77049066328219,1.89381663068197,2.47749533128978,2.25497322115542,2.28492716008501,1.47935140816516,3.57379409900955,3.84834443821528,2.55013660096978,18.6232779133784,5.72539948824128,2.98874071947482,1.61623442907059,9.13934096388999,4.82267446452719,7.33463165455511,5.67292360357367,6.03733113538206,7.988176988458,1.7920616297773,6.35677894988276,4.89726040575085,2.40054914117503,9.05023402665041,3.29694005507141,4.47843126592108
"sample16",7.19729502426124,4.38492704531959,0.952095577158276,1.41822954482406,2.78973571898824,6.62534130406701,9.44962634313444,8.05210583625157,1.67478714461383,3.70570520856193,1.52169708728709,2.07154256012536,8.02757386005657,2.59842894269827,8.17166470867165,1.82889943722728,5.16959673043532,4.95860138142335,0.730817297636721,2.83207755743056,2.11066341842516,7.20040305829422,2.79429252677197,3.08143643359547,0.486346379589152,4.96052606694831,6.66571346715935,1.25519246365985,3.71146438073481,2.82746978804906,0.229832386799145,4.36578926984849,2.66195101197907,4.44645342498659,0.725274315113126,13.547452009672,4.71473186839051,3.82773689840902,7.37120162376873,1.22945639255619,1.35787505309941,2.65366980360612,8.4050177730864,2.63999760578362,2.60167005712138,4.93634136945156,0.916563912883694,4.4084293776853,1.76576916041775,5.68434405455104,6.9231453670733,5.22248580296219,0.988459373291473,3.29771734870486,2.73440901338788,20.7435631936583,5.79164941061728,1.45316928418152,12.001411767052,2.20634719040809,4.23878500372801,6.2713051576692,0.358338489006888,0.505172678699482,3.54193341438768,4.22624644911015
"sample17",9.25110766668776,3.06254005737512,1.00795685333706,1.26898548712962,0.658152216707524,3.4141187712573,2.73309977646678,3.17736580440042,10.4874966579603,2.81611159665504,3.60883285262468,2.18096232027433,1.65536798108241,1.37679001234804,3.1051429253505,13.2878466863516,4.37232251821364,1.07287995455791,2.09775567373186,3.91468232340412,2.64514255281847,0.359141911160668,0.903885860291688,8.95582614483387,4.89565257948643,11.3716667280037,2.52988001162173,8.69708815606205,4.95669356808454,2.34573470025655,2.46264289309825,2.92714556521674,3.80495218326378,3.22271953081569,7.91934333475839,1.75386886369256,2.54567899310209,4.74676594927315,0.894362118095067,4.93098243369189,4.17726654925874,1.35443639212283,9.5505177737678,6.51123548722487,3.12251129656543,2.41758655566079,1.22701710044824,5.72305229541871,0.89932712600735,7.34420412413798,2.67923657713065,9.46115127277864,3.0326833142328,2.18272984443846,1.10536380421121,3.97896365152273,8.65361459383607,0.338137396566955,8.3542904142392,2.71652151106921,7.10384373410154,2.25102801055909,3.47190496844458,3.03632963098942,3.0340728166782,4.03299446309807
"sample18",13.5151181343926,4.29312307164629,2.61125622534396,5.06331452263153,15.6604278353843,6.50667250762353,4.48507995755196,0.826408807460641,3.14677911154659,2.83203008922116,5.63514064110633,1.98482870870121,13.801006224903,5.43503608276606,5.95157410778,5.42603484598434,1.93164574780142,1.34879867016881,4.52224371846826,1.81398229251615,2.48745825090473,1.57164597567425,4.08938085396344,8.64388914451038,8.17982380093757,1.31736618499735,0.379372633952999,0.333427138261124,3.36035086594487,1.82498574898571,6.02849492764057,6.04803432257102,6.86528387718391,1.1164388318017,2.788668434076,2.07818866732407,6.89756980768775,2.11025607226895,4.84953348767289,1.81465008878441,4.74287468489232,1.74032419532495,2.418992786887,1.51720906271447,4.1974614140632,2.54746337944244,4.06848220229555,2.77629987105139,1.15975891805512,1.7920143252539,1.12795201862067,0.389981186319589,1.43402646697212,2.28510609768341,6.97200413781214,3.7464361851137,2.4319910538234,4.8398105805699,0.194486066383454,1.55466799188722,2.53858139918815,1.16727881096414,2.31943524814145,1.07974657696124,3.13707317912984,3.72840164185254
"sample19",10.0040085681986,1.0399565866563,8.77940094257455,2.53295628716668,2.25844086475543,2.10286664745937,2.97705727900084,4.38737144972652,3.15380606741983,3.88694102243997,3.92791797175303,3.26435383859388,5.21801342018289,6.50672817426254,4.04657928762036,2.08594859928752,3.91269325507739,0.454746117226782,2.15060371613287,4.16940900810974,4.90602942088643,4.86582426238407,10.6522015969326,6.43632032199705,1.99750967968332,2.24547793101244,1.32340584017811,2.16156269154268,6.67272681558852,1.89140326391443,3.51764551970961,0.840500836927254,1.46953927062988,1.77965788711116,1.39508436176465,1.75821415730983,5.05527127029976,7.91789473309416,2.9350379930133,9.69750279328473,1.01388128743199,3.56085013989858,1.23663670096848,7.71615222249772,2.02189940296849,3.14000689375584,2.89424049539529,3.99681640664408,9.1344112507846,1.45208264337505,0.988530003085256,2.97705401312301,2.19075406143021,5.05270958388795,1.47755674645717,1.73037408316231,2.20600677183051,11.7166120164896,2.16025031431273,1.29454295618037,6.08496546576103,3.83843843839256,1.20987141890352,11.3572880860173,2.82984138224063,3.85672720552598
"sample20",2.90220703974403,0.934743494005044,7.31550957741848,3.55333500488932,0.90213584958105,4.78450119138708,3.45651730529906,6.10853566136576,3.85362116091892,2.86909866891059,8.08406760285801,9.91156101898257,2.41714533506281,2.3088276352657,2.99636834318637,13.7898213577047,4.69106584244954,1.59303920827387,7.75441009916889,4.3244099033669,4.89434824919751,7.28338914932337,3.47101940343659,2.58698240550559,4.753429699804,2.81094454142195,2.57391984651153,4.06392491222739,0.863330456780696,3.1456337329143,3.54775609817354,6.05097396252132,6.99721313375642,11.8856010202771,3.23826177378398,8.90501735987432,0.235545374762559,2.62665679217008,2.23369482980954,0.189547403508451,0.93608502471519,9.13719936778261,5.40707852258906,8.81559835894596,0.58918243722724,1.55457277655369,2.89056872239547,4.0774790951864,1.02110843859888,3.05258295350699,3.5611681576951,1.65045651853739,9.10434360773441,2.29240917275788,0.634443141177478,4.20141803455039,3.99205358273594,5.09225516843969,3.48650029479793,4.80626911964161,5.39680660759504,3.39051718888132,11.6027554285246,10.6558844413979,3.09734513968611,4.44151324386824
"sample21",6.81516829857489,4.77118715973127,1.35262792735489,5.03977650162321,3.99828220650107,3.20925574056018,2.07026958059908,2.55891500098514,5.94798257342405,0.283951730917682,1.75581660190678,1.19165734319941,1.8276256899969,1.90125723850152,2.82661392085301,3.74174737345404,1.47776378892401,2.27690884024843,6.11444511266463,9.25728444568478,6.06536604749505,2.50093840115599,3.10191351334434,4.18159048091098,2.88431463642613,3.43057840470102,5.89807545192049,2.56248825744525,2.86514970409466,3.41422279881416,6.36663217586318,8.53491372261665,2.08270625861134,1.86485012949533,7.59967196406412,5.81837391848606,5.71338158955218,1.55347477285682,1.22200766949887,5.13939972248645,2.1278468539523,4.23739884905028,7.10558576898817,3.82669992626924,1.63275458231581,9.66763515587325,4.51569734672012,3.33036788347916,0.752842252312325,6.33173736589994,1.18378539357708,2.65960321974562,4.75431581451427,1.78427161702779,4.35095586490895,2.56589541303148,7.75615924040174,1.5358293130456,4.10242356186729,0.425003901218669,6.25642632231122,1.22134996495419,2.95997548090236,3.07385460376636,2.24966835582313,3.74026566236996
"sample22",3.08246705091654,3.90632920019318,2.46054152384444,2.68150292756358,1.68616060290285,2.77554669490345,5.42259105127059,5.44080444818691,7.08910864320652,2.74791513380084,1.02854737585213,5.64196378496259,3.30882394543982,3.25256528201062,5.10658866861342,1.80087232431699,0.932754139827355,1.60761275504176,4.50541301318713,1.69651765720096,4.36796569720425,5.38831013123165,8.07560600153768,5.8443213739667,0.87708179583949,2.11286221049422,6.94205299998632,4.40695132082582,13.7319460125819,6.78985006787656,4.86326930823086,10.5172575907889,1.91507489373086,3.03153572074649,4.57617287708574,2.59056858472882,3.83828472101681,1.83815312440212,3.42079872452351,5.027206823007,8.63442779640543,2.47615259806076,4.89313969246195,3.68262542228376,4.60351657004629,3.56036230558332,9.58250537800614,2.84907087703317,4.20781932586815,3.9474477049149,6.93481865222124,0.924686584156154,4.86627251646965,6.68807061947912,0.805835803287013,2.24332212996331,8.97099075401355,2.7377493790125,3.25508470930002,3.12103113507744,2.01374640941702,1.65072836601238,1.42161707810547,8.14088785189425,2.59888524179237,4.19596571659563
"sample23",2.09859876336512,1.79753433009591,1.15003961042956,6.66819424513507,1.77286612359139,2.56603843709799,2.77209453244712,5.3925612303628,3.37206493166048,3.69690491654564,2.32842480906439,11.6588011673669,8.59646893193896,1.31906792506306,3.8362166450974,2.54331567167949,1.23386535996656,2.03350033329922,4.25679782991869,5.02543955710768,1.22226106298353,1.27669712847615,5.92995883473082,1.11741357296824,7.20096923584404,2.79890048091836,5.01964286086953,7.01938318557517,4.92465085763534,1.28988980834396,1.39461137416653,3.40829132415088,1.96706053809376,2.66433268552068,6.2857176105779,4.76286922155058,2.92216057066038,7.19786612201876,3.34977079463907,8.48802924784694,2.13894440424116,2.84952748300947,0.557945747911349,0.134968773682657,7.92254303676397,9.78829204860172,1.3372800187756,3.87843202963385,4.12102686194454,1.37483302061537,1.80102861664144,2.74817270924879,2.04441550010933,4.72541331959919,1.29781901333674,6.38294985436581,6.37016878722527,3.63453968955325,2.45095831276442,3.88751038830761,1.96377943402652,2.59776886021327,3.80004819782701,2.71848286452166,2.43791225513033,3.67009563815194
"sample24",0.442519048344075,3.27232135692592,5.87212707792252,6.40487539563036,2.59384477054863,1.76825215519391,8.1635789313834,4.24142467614649,8.36262811945495,5.37189998637336,5.49452765530306,0.626855467143681,1.89531335310601,9.38663252376187,0.171971615171586,2.83522095617339,9.42582425076825,1.00719901957101,3.50617459703221,3.08928634440572,3.10714317265267,0.409912939358699,2.66601715136062,2.30507099281577,1.55865829876487,3.11109025351489,1.95795372798995,7.07606791478712,4.05460977479092,8.65288592805262,4.78947731261837,10.4282555572767,8.10925766149551,3.18986354716504,2.41521826199545,1.610647688169,4.54138905003445,6.79241320770023,2.13255989480476,6.74424932968776,3.77245187263919,2.71582651518721,2.76046200716539,3.61207281146319,4.72954626339292,3.52620647206391,1.92596131797525,4.22051816195626,5.26291936821099,5.8588289802332,8.05791062244983,2.17189245679506,7.04476944908362,0.150525068151418,2.18136975664813,1.89706516080437,1.8130202056079,3.88412299313643,3.77413744616562,1.72676934888983,3.09935302278033,2.42890890859541,5.29288567033003,4.83875879002487,2.51442789549455,4.00517971304916
"sample25",2.89392946498656,4.7058214621802,2.98127875002707,8.87628424902168,2.89493174116342,11.5425343428951,4.04846764824284,2.73182069117636,7.98830117320735,2.90623878176226,9.42677889606622,1.04482191032573,2.2487679721852,3.13165977614451,7.06553736217757,2.45138346232272,3.52967992907405,7.78253088126928,4.21126547696923,2.48435736866715,4.48520430399102,5.8416245599329,4.46707474287935,6.32637063287747,4.67707800928051,5.17229088041334,2.32770484683523,3.37850864442118,5.16757571082617,5.34491807418089,1.89463160791111,4.61088314114081,0.177245653103171,9.36250483753851,0.550602146580643,5.51935520473315,4.3391620603824,1.73191524680843,1.22436823912601,3.85818961351298,9.47768232863479,5.27186835220075,2.95718999556006,2.42007745027676,7.50645867813583,4.40568561286479,0.0768793672012116,0.501252377993334,2.04615409019281,1.89010783314547,3.94908149890455,1.05183769175303,3.27696981279175,3.56322435360098,6.19867715535894,5.05975879792889,3.75349331400665,1.13034521026335,5.43744558629871,8.5142150869274,2.29868870790134,2.86961223881587,4.17237531795079,1.15985147103132,2.54384763813711,4.13113330978249
